osm_id,crossing,highway,traffic_signals:direction,barrier,amenity,name,name:en,camera:type,man_made,surveillance,surveillance:type,surveillance:zone,historic,button_operated,traffic_signals:sound,traffic_signals:vibration,addr:housenumber,addr:street,cuisine,addr:city,addr:city:en,addr:country,addr:postcode,building,internet_access,level,opening_hours,shop,smoking,crossing_ref,entrance,addr:street:en,bicycle,crossing:island,segregated,bench,bin,bus,covered,lit,network,operator,passenger_information_display,public_transport,public_transport:version,ref,shelter,wheelchair,check_date:bench,int_name,outdoor_seating,phone,kerb,consulate,contact:phone,country,diplomatic,office,payment:cash,craft,website,delivery,takeaway,name:mk,email,tourism,name:fr,payment:coins,payment:credit_cards,payment:debit_cards,capacity,diet:vegan,old_name,leisure,atm,healthcare,opening_hours:covid19,place,traffic_calming,diet:vegetarian,name:ru,religion,bicycle_parking,drive_through,contact:facebook,service:bicycle:pump,service:bicycle:tools,direction,fee,toilets,waste,backrest,material,drinking_water,access,parking,surface,sidewalk,lanes,maxspeed,landuse,oneway,smoothness,source:width,width,lanes:backward,lanes:forward,turn:lanes:backward,fax,wikidata,wikipedia,fence_type,handrail,incline,ramp,step_count,lane_markings,addr:housename,alt_name,building:levels,government,amenity_1,height,levels,brand,repair,parking:lane:both,turn:lanes:forward,parking:lane:both:perpendicular,service,noname,junction,contact:website,embassy,name:pl,target,maxspeed:type,sidewalk:left,sidewalk:right,name:sl,brand:wikidata,brand:wikipedia,compressed_air,fuel:biodiesel,fuel:diesel,fuel:octane_95,fuel:octane_98,payment:diners_club,payment:mastercard,payment:notes,payment:visa,roof:shape,name:de,name:tr,designation,roof:levels,internet_access:fee,layer,supervised,operator:en,foot,tunnel,stars,cycleway,cycleway:both:surface,footway,boundary,cycleway:right:bicycle,cycleway:track:right,lanes:bus,maxspeed:advisory,parking:lane:right,addr:unit,cycleway:surface,footway:surface,sport,city,street,is_in,payment:maestro,wifi,automated,description,note,leaf_type,natural,motor_vehicle,parking:lane:both:parallel,hoops,hoops:nets,from,roundtrip,route,to,type,restriction,admin_level,ISO3166-2,duration,interval,name:lt,route_master,reservation,WKT
"386708080",,,,,,,,,,,,,,,,,"4А","Костурски Херои",,,,,,"apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4186264 42.0018119, 21.4188625 42.001696, 21.4186667 42.0014757, 21.418612 42.0015025, 21.4184875 42.0015636, 21.4185792 42.0016668, 21.4185224 42.0016947, 21.4186264 42.0018119))"
"386708083",,,,,,"Амбасада на Република Словенија","Slovenian Embassy",,,,,,,,,,"6a","Дане Крапчев",,"Cкoпje",,,"1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,"+38923103050",,,,"SI","embassy","diplomatic",,,"http://www.skopje.embassy.si/",,,,"sloembassy.skopje@gov.si",,"Ambassade de Slovénie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+38923176631",,,,,,,,,,,,,,,,,,,,,,,,,"yes",,"MK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4180372 42.0021183, 21.4179682 42.0020261, 21.4177732 42.0021067, 21.4178422 42.0021989, 21.4180372 42.0021183))"
"386708084",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4184103 42.0014767, 21.4184875 42.0015636, 21.418612 42.0015025, 21.4185348 42.0014156, 21.4184103 42.0014767))"
"386708085",,,,,,,,,,,,,,,,,,,,,,,,"apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4182529 42.0012918, 21.4184401 42.0012041, 21.4183794 42.0011325, 21.4181922 42.0012201, 21.4182529 42.0012918))"
"386708086",,,,,,,,,,,,,,,,,,,,,,,,"house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4194194 42.0016964, 21.419529 42.0016462, 21.4194482 42.0015485, 21.4193384 42.0015987, 21.4194194 42.0016964))"
"386708087",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4180119 42.0018762, 21.4181979 42.0017944, 21.4181408 42.0017227, 21.4179658 42.0017997, 21.4179548 42.0018045, 21.4180119 42.0018762))"
"386708088",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4176204 42.0022627, 21.4177303 42.0022256, 21.4176306 42.0020628, 21.4175207 42.0020999, 21.4176204 42.0022627))"
"386708092",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4174081 42.002331, 21.4175246 42.0022949, 21.4174365 42.0021383, 21.4173201 42.0021744, 21.4174081 42.002331))"
"386708093",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.417718 42.0017301, 21.4175505 42.0017941, 21.4175935 42.0018561, 21.4175716 42.0018645, 21.417598 42.0019026, 21.4176212 42.0018936, 21.4176352 42.0019139, 21.4177562 42.0018676, 21.4177298 42.0018295, 21.4177748 42.0018123, 21.417718 42.0017301))"
"386708095",,,,,,,,,,,,,,,,,"58","Дебарца",,,,,,"apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4197406 42.0015396, 21.4196479 42.0014276, 21.4195081 42.0014915, 21.4196008 42.0016035, 21.4197406 42.0015396))"
"386708096",,,,,,,,,,,,,,,,,"63","Дебарца",,,,,,"apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4181453 42.0020006, 21.4182763 42.0019432, 21.4181974 42.0018436, 21.4180663 42.0019009, 21.4181453 42.0020006))"
"386708099",,,,,,,,,,,,,,,,,"123","Орце Николов",,,,,,"apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4193192 42.0022308, 21.4192513 42.0022614, 21.4192808 42.0022975, 21.4192028 42.0023326, 21.4192616 42.0024045, 21.4194073 42.0023387, 21.4193192 42.0022308))"
"386708101",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4177092 42.0014996, 21.4178226 42.0014497, 21.4177934 42.0014131, 21.4178995 42.0013273, 21.4178137 42.0012686, 21.4177999 42.0012797, 21.4177699 42.0012593, 21.4176165 42.0013832, 21.4177092 42.0014996))"
"386708102",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4173234 42.001465, 21.4171723 42.0014641, 21.4170573 42.0014952, 21.4170668 42.0015273, 21.4169495 42.0015612, 21.4170536 42.0017494, 21.417255 42.0016965, 21.4172131 42.0016048, 21.4173304 42.001606, 21.4173234 42.001465))"
"390535651",,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sidewalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4252285 41.9983938, 21.4252663 41.9984181, 21.4253146 41.998458, 21.4253817 41.998533, 21.4254167 41.9985922, 21.4254459 41.9986439, 21.4255001 41.9987536, 21.4255977 41.9989258, 21.4257215 41.9991004, 21.4257736 41.9991689, 21.4259076 41.9993282, 21.4261279 41.9995664, 21.4261953 41.9996336, 21.4262504 41.9997098, 21.4262769 41.9997572)"
"398442918",,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4163893 42.0002523, 21.4165669 42.0001039)"
"398443276",,"service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"paving_stones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"parking_aisle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4146332 42.0023323, 21.4147779 42.0025088, 21.4147918 42.0025263)"
"398443397",,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4154046 41.9997808, 21.4154729 42.0000122)"
"398443888",,"footway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sett",,,,,,"good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sidewalk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4162372 41.9998601, 21.4154729 42.0000122, 21.4147375 42.0001585, 21.4140843 42.0002832, 21.413773 42.0003494, 21.4133834 42.0004246, 21.4133304 42.0004348)"
"398443890",,"footway",,,,"Петар Поп Арсов",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4162372 41.9998601, 21.4161784 41.999401)"
"410772437",,,,,,,,,,,,,,,,,"131A","Орце Николов",,,,,,"detached",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4183179 42.002773, 21.4184811 42.0027125, 21.4184235 42.0026266, 21.4182602 42.0026871, 21.4183179 42.002773))"
"410772445",,,,,,,,,,,,,,,,,,,,,,,,"roof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4200621 42.0030813, 21.4200071 42.0030184, 21.4200957 42.0029757, 21.4201506 42.0030384, 21.4201041 42.003061, 21.4200621 42.0030813))"
"410772457",,,,,,,,,,,,,,,,,"74","Дебарца",,"Cкoпje","Skopje","MK","1000","apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4178448 42.0023173, 21.4179211 42.0024226, 21.4180709 42.0023627, 21.4179947 42.0022572, 21.4178448 42.0023173))"
"410772459",,"service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"asphalt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING (21.4201318 42.002191, 21.4190634 42.0026893)"
"410772461",,,,,,"Генералштаб на АРМ","General Staff of the Macedonian Army",,,,,,,,,,,,,"Cкoпje","Skopje","MK","1000","public",,,,,,,,,,,,,,,,,,,,,,,,,,"Generalstab na ARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4202787 42.003202, 21.4203476 42.0031776, 21.4204261 42.0031631, 21.4204639 42.0032612, 21.4203091 42.0033167, 21.4201898 42.0033952, 21.4200735 42.0033332, 21.4201177 42.0032909, 21.4201829 42.0032529, 21.4201346 42.0032025, 21.4202407 42.0031509, 21.4202787 42.003202))"
"411111585",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4237046 42.0002226, 21.4238077 42.0001503, 21.4236955 42.0000578, 21.4235885 42.0001307, 21.4237046 42.0002226))"
"411111589",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4223218 42.0000073, 21.4224671 42.0000469, 21.4225143 41.9999512, 21.422369 41.9999116, 21.4223218 42.0000073))"
"411111594",,,,,,,,,,,,,,,,,"58","Мирослав Крлежа",,"Скопје",,,"1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4223218 42.0000073, 21.4222775 42.0000971, 21.4224228 42.0001367, 21.4224671 42.0000469, 21.4223218 42.0000073))"
"411111598",,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4233356 42.0002834, 21.4234483 42.0003741, 21.4235829 42.0002817, 21.4234703 42.000191, 21.4233356 42.0002834))"
"411111612",,,,,,,,,,,,,,,,,"50","Мирослав Крлежа",,"Cкoпje",,,"1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4226386 41.9994684, 21.4228228 41.9995213, 21.4228782 41.9994147, 21.422694 41.9993618, 21.4226386 41.9994684))"
"411111617",,,,,,,,,,,,,,,,,"60","Мирослав Крлежа",,"Cкoпje",,,"1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.422256 42.0001518, 21.4222189 42.0002239, 21.4223507 42.0002592, 21.4224222 42.0002789, 21.4224579 42.0002077, 21.422256 42.0001518))"
"411111622",,,,,,,,,,,,,,,,,"11","Антоние Грубишиќ",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4226423 42.0003839, 21.4226171 42.0002803, 21.4223233 42.0003199, 21.4223507 42.0002592, 21.4222189 42.0002239, 21.4221689 42.0003212, 21.4221634 42.0004416, 21.4226423 42.0003839))"
"411111625",,,,,,,,,,,,,,,,,"23","Коле Неделковски",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4227424 41.999594, 21.4226247 41.9996667, 21.4227105 41.9997435, 21.4228284 41.9996707, 21.4227424 41.999594))"
"411111626",,,,,,,,,,,,,,,,,"24","Коле Неделковски",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4226812 42.0001279, 21.4228737 42.000033, 21.4227919 41.9999414, 21.4225994 42.0000361, 21.4226812 42.0001279))"
"411111627",,,,,,,,,,,,,,,,,"26","Коле Неделковски",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4225097 41.9996746, 21.422444 41.9998165, 21.4225762 41.9998503, 21.4226419 41.9997084, 21.4225097 41.9996746))"
"411111629",,,,,,,,,,,,,,,,,"37","Дебарца",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4211611 41.9996777, 21.4212823 41.9997184, 21.4213441 41.9996169, 21.4212228 41.9995761, 21.4211611 41.9996777))"
"411111630",,,,,,,,,,,,,,,,,"38","Дебарца",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4216501 41.9996606, 21.4217384 41.9995282, 21.4215935 41.9994749, 21.4215053 41.9996074, 21.4216501 41.9996606))"
"411111631",,,,,,,,,,,,,,,,,"4","Антоние Грубишиќ",,"Cкoпje","Skopje","MK","1000","apartments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4238348 42.0004745, 21.423859 42.0005987, 21.4240128 42.0005803, 21.4239893 42.0004605, 21.4238348 42.0004745))"
"411111633",,,,,,,,,,,,,,,,,"44","Дебарца",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4215926 41.9997121, 21.421466 41.999666, 21.4214197 41.9997363, 21.4215463 41.9997823, 21.4215926 41.9997121))"
"411111637",,,,,,,,,,,,,,,,,"5","Антоние Грубишиќ",,"Cкoпje","Skopje","MK","1000","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4235931 42.0002734, 21.4236092 42.0003839, 21.4237838 42.0003699, 21.4237677 42.0002594, 21.4235931 42.0002734))"
"412064009",,,,,,,,,,,,,,,,,,,,"Cкoпje","Skopje","MK","1000","house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4177828 41.99892, 21.4176159 41.9989173, 21.4176125 41.9990346, 21.4177794 41.9990373, 21.4177828 41.99892))"
"412064011",,,,,,,,,,,,,,,,,,,,"Cкoпje","Skopje","MK","1000","house",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((21.4175937 41.999204, 21.4175906 41.9993085, 21.4177881 41.9993116, 21.4177912 41.9992072, 21.4175937 41.999204))"
